运单编号,目的地,计费重量,总运费,备注
3307569226655,天津,0.2,6.3,
3307569799162,广东省,0.2,6.3,
3307520229444,江苏省,0.29,4,
3307521184164,山东省,0.2,6.3,
3307521184152,广西壮族自治区,0.2,6.3,
3307521184145,湖南省,0.35,6.3,
3307521184139,江西省,0.2,6.3,
3307520229470,广东省,0.35,6.3,
3307520229468,广东省,0.2,6.3,
3307520229456,北京,0.65,6.3,
3307521184176,广东省,0.45,6.3,
3307520229432,山东省,0.3,6.3,
3307520229425,福建省,0.6,6.3,
3307520229419,广东省,0.62,6.3,
3307520229407,河南省,0.64,6.3,
3307520229395,辽宁省,0.29,6.3,
3307520229389,辽宁省,0.55,6.3,
3307515359095,福建省,0.29,6.3,
3307554462426,江苏省,0.2,4,
3307531502824,山西省,0.39,6.3,
3307554462414,河北省,0.2,6.3,
3307554462402,山东省,0.2,6.3,
3307554462396,河北省,0.2,6.3,
3307531502861,广东省,0.45,6.3,
3307531502850,北京,0.3,6.3,
3307531502848,福建省,0.55,6.3,
3307531502836,江苏省,0.3,4,
3307521184188,湖北省,0.2,6.3,
3307531502812,北京,0.53,6.3,
3307524391311,广西壮族自治区,0.3,6.3,
3307524391300,江苏省,0.2,4,
3307524391293,河南省,0.2,6.3,
3307524391281,湖北省,0.21,6.3,
3307524391270,北京,0.44,6.3,
3307524391268,河南省,0.2,6.3,
3307515359077,河南省,1.2,7.56,
3307599493835,河北省,0.2,6.3,
3307577701493,江苏省,0.35,4,
3307577701419,北京,1.1,6.93,
3307577701407,广东省,0.69,6.3,
3307577701470,北京,0.62,6.3,
3307577701468,广东省,0.38,6.3,
3307577701425,山东省,0.45,6.3,
3307599493817,江西省,0.3,6.3,
3307599493829,江苏省,0.45,4,
3307577701481,河南省,0.61,6.3,
3307599493842,湖南省,0.48,6.3,
3307599493854,湖北省,0.45,6.3,
3307577701456,广东省,0.31,6.3,
3307577701444,山东省,0.58,6.3,
3307577701432,广东省,0.59,6.3,
3307599493866,福建省,0.85,6.3,
3307599493878,广东省,0.4,6.3,
3307651085042,贵州省,0.51,6.3,
3307651085078,广东省,0.49,6.3,
3307633977662,北京,0.2,6.3,
3307651085066,福建省,0.36,6.3,
3307651085080,河北省,0.59,6.3,
3307633977655,湖北省,0.54,6.3,
3307633977649,福建省,0.4,6.3,
3307558147729,江西省,0.39,6.3,
3307558147735,河北省,0.5,6.3,
3307644606661,福建省,0.3,6.3,
3307555759411,广东省,0.2,6.3,
3307555759423,湖北省,0.2,6.3,
3307555759435,广东省,0.22,6.3,
3307555759447,山东省,4.99,31.5,
3307555759459,海南省,0.14,6.3,
3307557596022,山东省,0.2,6.3,
3307557596034,北京,0.2,6.3,
3307651085035,江西省,0.24,6.3,
3307644606673,湖北省,0.27,6.3,
3307557596046,北京,0.5,6.3,
3307557596058,北京,0.25,6.3,
3307557596060,山西省,0.24,6.3,
3307557596071,广西壮族自治区,0.2,6.3,
3307558147705,广东省,1.15,7.56,
3307558147717,湖南省,0.78,6.3,
3307555759400,北京,0.2,6.3,
3307653298085,广东省,0.36,6.3,
3307652495633,河南省,0.2,6.3,
3307652495645,福建省,0.36,6.3,
3307652495657,河北省,1.4,8.82,
3307652495669,北京,0.59,6.3,
3307652495675,山东省,1,6.3,
3307652495621,北京,0.6,6.3,
3307653298092,湖北省,0.2,6.3,
3307653298109,福建省,0.25,6.3,
3307653298115,河北省,0.2,6.3,
3307653298122,江苏省,0.35,4,
3307653298134,天津,0.2,6.3,
3307558147742,北京,0.2,6.3,
3307633977637,湖北省,0.42,6.3,
3307558147754,广东省,1.1,6.93,
3307558147766,山东省,0.55,6.3,
3307558147778,河北省,0.26,6.3,
3307558147780,山东省,0.46,6.3,
3307652495610,海南省,0.2,6.3,
3307633977625,广东省,0.4,6.3,
3307633977613,北京,0.27,6.3,
3307652495580,北京,0.62,6.3,
3307652495591,广东省,0.56,6.3,
3307652495608,天津,0.74,6.3,
3307633977601,福建省,0.4,6.3,
3307643889173,广西壮族自治区,1.17,7.56,
3307642848036,广东省,0.2,6.3,
3307643889136,北京,0.33,6.3,
3307643889148,湖北省,0.62,6.3,
3307643889150,湖北省,0.62,6.3,
3307643889161,广东省,0.4,6.3,
3307642848024,天津,0.5,6.3,
3307643889185,河北省,0.5,6.3,
3307643889197,河北省,0.65,6.3,
3307643889203,内蒙古自治区,0.25,6.3,
3307643889215,江西省,0.45,6.3,
3307643889227,天津,0.61,6.3,
3307644606624,甘肃省,0.49,6.3,
3307642847950,江西省,0.75,6.3,
3307641659938,江西省,0.2,6.3,
3307641659940,河南省,0.2,6.3,
3307641659951,广东省,0.2,6.3,
3307642847948,黑龙江省,1.65,10.71,
3307642848012,江西省,0.49,6.3,
3307642847961,湖北省,0.2,6.3,
3307642847973,福建省,0.25,6.3,
3307642847985,天津,0.2,6.3,
3307642847997,湖北省,0.24,6.3,
3307642848005,江苏省,0.62,4,
3307633977674,山东省,0.45,6.3,
3307641337931,江苏省,0.27,4,
3307641337979,江苏省,0.96,4,
3307641337967,广东省,0.5,6.3,
3307641337955,北京,0.47,6.3,
3307641337943,湖南省,0.44,6.3,
3307674172432,北京,0.59,6.3,
3307641337985,广东省,0.25,6.3,
3307641337920,江西省,0.35,6.3,
3307641337918,江西省,0.2,6.3,
3307641337906,北京,0.3,6.3,
3307633977698,江苏省,0.25,4,
3307633977686,海南省,0.2,6.3,
3307644606636,甘肃省,0.7,6.3,
3307612903491,广东省,0.25,6.3,
3307644606648,江西省,0.71,6.3,
3307644606650,福建省,0.2,6.3,
3307612903510,山东省,0.2,6.3,
3307612903508,河北省,0.2,6.3,
3307641337992,北京,0.2,6.3,
3307612903480,内蒙古自治区,0.2,6.3,
3307612903478,广东省,0.4,6.3,
3307612903466,福建省,0.55,6.3,
3307641659914,广东省,0.5,6.3,
3307641659902,黑龙江省,0.31,6.3,
3307641659926,天津,0.2,6.3,
3307565269995,天津,0.25,6.3,
3307663215457,江西省,0.2,6.3,
3307663215445,江西省,0.54,6.3,
3307663215433,山东省,0.3,6.3,
3307663215421,河北省,0.27,6.3,
3307663215410,广东省,0.6,6.3,
3307663215408,北京,0.47,6.3,
3307663215391,北京,0.2,6.3,
3307663215380,湖南省,1.05,6.93,
3307565270005,湖北省,0.4,6.3,
3307663215469,福建省,0.4,6.3,
3307605143315,辽宁省,0.28,6.3,
3307605143322,北京,0.9,6.3,
3307605143334,山西省,0.69,6.3,
3307605143346,广东省,0.2,6.3,
3307605143358,山东省,0.25,6.3,
3307605143360,新疆维吾尔自治区,0.6,6.3,
3307605143371,山东省,0.2,6.3,
3307605143383,北京,0.72,6.3,
3307605143395,河北省,0.34,6.3,
3307605143401,广东省,0.22,6.3,
3307603149829,河北省,0.68,6.3,
3307602039985,北京,0.2,6.3,
3307602039992,山东省,0.2,6.3,
3307602040007,广东省,0.2,6.3,
3307603149763,广东省,0.4,6.3,
3307603149775,北京,1.1,6.93,
3307603149787,江西省,0.24,6.3,
3307603149799,内蒙古自治区,0.4,6.3,
3307603149805,江苏省,0.65,4,
3307603149817,广东省,0.45,6.3,
3307663215475,江西省,0.2,6.3,
3307603149835,广东省,0.6,6.3,
3307603149842,山东省,0.2,6.3,
3307603149854,山西省,0.4,6.3,
3307604510118,广东省,0.2,6.3,
3307604510120,辽宁省,0.3,6.3,
3307604510131,河北省,0.2,6.3,
3307604510143,天津,0.2,6.3,
3307604510155,广东省,0.2,6.3,
3307604510167,北京,0.2,6.3,
3307558147791,湖南省,0.5,6.3,
3307654417435,广东省,0.45,6.3,
3307565269989,河南省,0.2,6.3,
3307631257455,浙江省,0.7,4,
3307654417491,湖南省,1,6.3,
3307654417480,湖北省,0.2,6.3,
3307654417478,辽宁省,0.35,6.3,
3307654417466,辽宁省,0.35,6.3,
3307654417454,北京,0.41,6.3,
3307654417442,山东省,0.4,6.3,
3307565269977,湖北省,0.2,6.3,
3307654417429,北京,0.55,6.3,
3307654417417,天津,0.2,6.3,
3307653608839,福建省,0.3,6.3,
3307653608827,河南省,0.2,6.3,
3307653608815,北京,0.2,6.3,
3307653608803,内蒙古自治区,0.2,6.3,
3307653608797,江苏省,0.2,4,
3307653608785,湖北省,0.25,6.3,
3307630934041,福建省,0.65,6.3,
3307630934028,江苏省,0.5,4,
3307630933989,北京,0.2,6.3,
3307558540019,福建省,0.35,6.3,
3307558540025,湖南省,0.2,6.3,
3307558540032,北京,0.2,6.3,
3307630933953,广西壮族自治区,0.3,6.3,
3307630933965,江西省,0.7,6.3,
3307630933977,湖北省,0.41,6.3,
3307565269965,湖北省,0.3,6.3,
3307565269953,山东省,0.56,6.3,
3307630934004,江西省,0.82,6.3,
3307654417508,天津,0.2,6.3,
3307630933995,广东省,0.2,6.3,
3307563267961,广东省,0.25,6.3,
3307563267973,湖南省,0.9,6.3,
3307674097957,广东省,0.2,6.3,
3307653339395,北京,0.25,6.3,
3307682331817,湖南省,0.4,6.3,
3307682331805,山东省,0.25,6.3,
3307682331799,北京,0.25,6.3,
3307681771776,广东省,1.68,10.71,
3307681771806,辽宁省,0.2,6.3,
3307681771788,广东省,0.2,6.3,
3307681771764,湖北省,0.5,6.3,
3307681771752,河北省,0.5,6.3,
3307681771745,湖北省,0.4,6.3,
3307681771739,广东省,1.15,7.56,
3307681771727,新疆维吾尔自治区,0.3,6.3,
3307681771790,北京,0.2,6.3,
3307682331787,江苏省,0.35,4,
3307681771818,山东省,0.2,6.3,
3307682331726,河北省,0.7,6.3,
3307682331738,北京,0.7,6.3,
3307682331740,山东省,0.2,6.3,
3307682331751,天津,1.01,6.93,
3307682331763,湖北省,0.74,6.3,
3307674097945,山西省,0.22,6.3,
3307682331775,北京,0.65,6.3,
3307678009442,福建省,0.45,6.3,
3307686240481,河南省,0.55,6.3,
3307678009510,福建省,0.85,6.3,
3307678009521,湖北省,0.2,6.3,
3307678009533,广西壮族自治区,0.2,6.3,
3307680734273,湖南省,0.45,6.3,
3307680734285,北京,0.4,6.3,
3307680734297,福建省,0.25,6.3,
3307678009508,福建省,0.5,6.3,
3307686240493,江西省,0.55,6.3,
3307686240500,广东省,1.15,7.56,
3307686240511,辽宁省,0.5,6.3,
3307686240523,山东省,0.4,6.3,
3307686240535,湖南省,1,6.3,
3307686240547,广东省,0.5,6.3,
3307686240559,河南省,1.05,6.93,
3307686240565,黑龙江省,0.55,6.3,
3307676811795,北京,0.2,6.3,
3307676811856,广东省,0.3,6.3,
3307676811844,河南省,0.6,6.3,
3307676811832,天津,0.35,6.3,
3307676811825,河南省,0.25,6.3,
3307676811819,河南省,0.4,6.3,
3307676811807,河南省,0.5,6.3,
3307678009491,内蒙古自治区,0.2,6.3,
3307676811789,福建省,0.2,6.3,
3307676811765,广东省,0.2,6.3,
3307678009454,河南省,0.8,6.3,
3307678009466,河南省,0.45,6.3,
3307678009478,山西省,0.3,6.3,
3307678009480,广东省,0.7,6.3,
3307674097969,湖北省,0.2,6.3,
3307674172444,北京,0.51,6.3,
3307680734315,河北省,0.25,6.3,
3307680734327,广东省,0.2,6.3,
3307674172481,广东省,0.2,6.3,
3307674172470,辽宁省,0.2,6.3,
3307674172468,湖北省,0.2,6.3,
3307674172456,广西壮族自治区,0.68,6.3,
3307651085054,广东省,0.2,6.3,
3307674172425,山东省,0.2,6.3,
3307674172419,湖南省,0.57,6.3,
3307674172407,广东省,0.2,6.3,
3307674172395,湖北省,0.84,6.3,
3307674097994,江西省,0.2,6.3,
3307674097982,海南省,0.45,6.3,
3307674097975,北京,0.29,6.3,
3307686240572,广东省,0.45,6.3,
3307653339383,湖北省,0.3,6.3,
3307686807256,辽宁省,0.4,6.3,
3307686807268,河南省,0.14,6.3,
3307686807270,福建省,0.5,6.3,
3307653339413,广东省,0.3,6.3,
3307653339401,黑龙江省,1,6.3,
3307680734303,湖北省,0.4,6.3,
3307686807335,福建省,0.45,6.3,
3307653339371,北京,0.25,6.3,
3307653339360,广东省,0.25,6.3,
3307686807293,广东省,0.62,6.3,
3307686807300,广东省,0.34,6.3,
3307686807311,北京,0.5,6.3,
3307686807323,广东省,0.1,6.3,
3307676811777,天津,0.85,6.3,
3307584466304,湖北省,0.55,6.3,
3307619798502,湖北省,1.48,9.45,
3307619798496,河南省,1.08,6.93,
3307619798484,江苏省,0.2,4,
3307619798472,福建省,0.9,6.3,
3307619798465,山西省,0.7,6.3,
3307626904829,江苏省,0.3,4,
3307619798514,河南省,0.8,6.3,
3307584466298,北京,0.4,6.3,
3307584466286,广东省,0.5,6.3,
3307584466274,江苏省,0.65,4,
3307584466262,江西省,1.45,9.45,
3307584466255,湖南省,0.45,6.3,
3307584466249,广东省,0.75,6.3,
3307584466237,湖北省,0.94,6.3,
3307584466225,湖北省,0.45,6.3,
3307620438559,河北省,0.48,6.3,
3307620438614,天津,0.55,6.3,
3307620438602,江苏省,0.28,4,
3307620438596,广东省,0.73,6.3,
3307620438584,福建省,0.2,6.3,
3307620438572,河南省,0.31,6.3,
3307620438565,福建省,0.41,6.3,
3307619798526,河南省,0.32,6.3,
3307620438547,福建省,0.4,6.3,
3307620438535,广东省,0.3,6.3,
3307620438523,广东省,0.46,6.3,
3307619798551,山东省,0.2,6.3,
3307619798540,山西省,0.65,6.3,
3307619798538,广西壮族自治区,0.45,6.3,
3307622109955,辽宁省,1.15,7.56,
3307576222418,辽宁省,0.2,6.3,
3307578228895,广东省,0.2,6.3,
3307578228883,广东省,0.2,6.3,
3307578228871,湖北省,0.2,6.3,
3307576222443,北京,0.2,6.3,
3307576222431,广东省,0.5,6.3,
3307576222420,黑龙江省,0.2,6.3,
3307578228901,北京,0.3,6.3,
3307576222406,河南省,0.2,6.3,
3307576222390,福建省,0.8,6.3,
3307575833136,吉林省,0.31,6.3,
3307575833124,福建省,0.58,6.3,
3307575833112,辽宁省,0.8,6.3,
3307575833105,湖北省,0.43,6.3,
3307575833094,湖南省,0.35,6.3,
3307584466213,湖北省,0.3,6.3,
3307583752745,黑龙江省,0.4,6.3,
3307583830935,北京,0.5,6.3,
3307583830923,辽宁省,0.4,6.3,
3307583830911,河南省,0.5,6.3,
3307583830900,山东省,0.3,6.3,
3307583830893,江西省,0.7,6.3,
3307583830881,湖北省,0.3,6.3,
3307578228913,山东省,1,6.3,
3307583752733,福建省,0.3,6.3,
3307583752721,广东省,0.2,6.3,
3307583752710,江西省,0.45,6.3,
3307583752708,山东省,0.4,6.3,
3307583752691,江苏省,0.7,4,
3307578228925,山西省,0.2,6.3,
3307575833082,福建省,0.65,6.3,
3307623630227,福建省,0.2,6.3,
3307623630276,广东省,0.71,6.3,
3307622109992,福建省,0.6,6.3,
3307622110007,湖北省,0.4,6.3,
3307623630264,广东省,0.71,6.3,
3307623630252,河南省,0.25,6.3,
3307623630245,江西省,0.75,6.3,
3307623630239,吉林省,0.45,6.3,
3307623630288,广东省,0.2,6.3,
3307623630215,河北省,0.5,6.3,
3307623630203,广东省,0.2,6.3,
3307622109967,河南省,0.22,6.3,
3307622110019,湖南省,0.55,6.3,
3307622110025,广东省,0.2,6.3,
3307622110032,福建省,0.24,6.3,
3307623630197,河南省,0.56,6.3,
3307622110044,广东省,0.7,6.3,
3307626904787,辽宁省,0.2,6.3,
3307624188970,广东省,0.2,6.3,
3307624188981,内蒙古自治区,0.3,6.3,
3307624188993,江西省,0.2,6.3,
3307626904775,河北省,0.4,6.3,
3307624188968,福建省,0.55,6.3,
3307626904799,湖北省,0.2,6.3,
3307626904805,北京,0.45,6.3,
3307626904817,北京,0.55,6.3,
3307622109985,广东省,0.5,6.3,
3307622109979,福建省,0.3,6.3,
3307624188944,广东省,0.2,6.3,
3307624188956,山西省,0.4,6.3,
3307661490603,湖南省,0.4,6.3,
3307661490597,广东省,0.55,6.3,
3307661490585,广西壮族自治区,1.22,8.19,
3307659975528,湖南省,0.3,6.3,
3307661649154,广西壮族自治区,0.3,6.3,
3307661490652,广东省,0.7,6.3,
3307661490676,河南省,0.32,6.3,
3307661490664,广东省,0.46,6.3,
3307661490615,山东省,0.6,6.3,
3307661490627,河南省,0.9,6.3,
3307661490639,湖南省,0.65,6.3,
3307661490645,江苏省,0.36,4,
3307659975516,湖南省,0.65,6.3,
3307604942016,北京,0.2,6.3,
3307683488427,福建省,0.64,6.3,
3307683488439,广东省,0.2,6.3,
3307683488445,福建省,0.62,6.3,
3307604941989,广东省,0.2,6.3,
3307604941995,江苏省,0.68,4,
3307604942004,河南省,0.84,6.3,
3307661649166,江西省,0.25,6.3,
3307604942028,福建省,0.71,6.3,
3307604942030,天津,0.2,6.3,
3307604942041,广东省,0.77,6.3,
3307604942053,山西省,0.83,6.3,
3307604942065,广东省,0.4,6.3,
3307604942077,福建省,1.69,10.71,
3307683488415,北京,0.52,6.3,
3307605420204,广东省,0.17,6.3,
3307684499036,河南省,0.55,6.3,
3307605420162,辽宁省,0.56,6.3,
3307605420174,福建省,0.1,6.3,
3307605420186,天津,1.8,11.34,
3307605420198,广东省,0.31,6.3,
3307684499024,福建省,0.25,6.3,
3307605420216,广东省,0.2,6.3,
3307605514629,广东省,0.18,6.3,
3307605514635,福建省,0.7,6.3,
3307605514642,北京,0.22,6.3,
3307605514654,广东省,0.24,6.3,
3307605514666,江苏省,0.22,4,
3307659975504,福建省,0.2,6.3,
3307684498950,湖北省,0.48,6.3,
3307659975498,广东省,0.48,6.3,
3307659975486,河南省,0.24,6.3,
3307659975474,广东省,0.5,6.3,
3307683488452,广东省,0.2,6.3,
3307684498948,广东省,0.84,6.3,
3307684499012,天津,0.6,6.3,
3307684498961,河北省,0.38,6.3,
3307684498973,江苏省,0.35,4,
3307684498985,北京,1.28,8.19,
3307684498997,北京,1.55,10.08,
3307684499005,广东省,0.8,6.3,
3307605514678,江苏省,0.2,4,
3307585033781,湖北省,0.52,6.3,
3307681497685,河南省,0.55,6.3,
3307681497692,天津,0.2,6.3,
3307585033744,辽宁省,0.52,6.3,
3307585033756,河南省,0.38,6.3,
3307585033768,广东省,0.99,6.3,
3307585033770,福建省,0.44,6.3,
3307681497679,广东省,0.2,6.3,
3307585033793,湖南省,0.75,6.3,
3307681809922,湖北省,0.3,6.3,
3307681809934,山东省,0.62,6.3,
3307681809946,宁夏回族自治区,2.9,18.27,
3307681809958,辽宁省,0.2,6.3,
3307681809960,黑龙江省,0.86,6.3,
3307681809971,浙江省,0.35,4,
3307584396469,河北省,0.28,6.3,
3307681497606,内蒙古自治区,0.82,6.3,
3307681497618,山西省,0.2,6.3,
3307681497620,福建省,0.35,6.3,
3307584396445,河北省,0.34,6.3,
3307584396457,河北省,0.34,6.3,
3307681497667,广东省,0.38,6.3,
3307584396475,吉林省,0.2,6.3,
3307584396482,广西壮族自治区,0.18,6.3,
3307584396494,湖南省,0.2,6.3,
3307681497631,湖南省,0.33,6.3,
3307681497643,湖南省,0.73,6.3,
3307681497655,青海省,0.2,6.3,
3307683488403,河北省,0.3,6.3,
3307683016912,福建省,0.55,6.3,
3307682843620,江西省,0.2,6.3,
3307682843631,湖北省,0.2,6.3,
3307682843643,湖南省,0.2,6.3,
3307682843655,北京,1.78,11.34,
3307682843667,河南省,0.04,6.3,
3307682843618,山东省,0.24,6.3,
3307683016924,河北省,0.55,6.3,
3307683016936,河北省,0.21,6.3,
3307683488361,广东省,0.7,6.3,
3307683488373,广西壮族自治区,1.06,6.93,
3307683488385,河南省,0.64,6.3,
3307683488397,河北省,0.52,6.3,
3307681809983,山西省,0.54,6.3,
3307585033823,广东省,0.32,6.3,
3307681809995,河南省,0.55,6.3,
3307681810000,山西省,0.42,6.3,
3307681810011,广东省,1.58,10.08,
3307585033800,福建省,0.2,6.3,
3307585033811,福建省,0.28,6.3,
3307585513115,江苏省,0.4,4,
3307585033835,河北省,0.3,6.3,
3307585513067,北京,0.2,6.3,
3307585513079,河南省,0.34,6.3,
3307585513085,河南省,0.84,6.3,
3307585513092,广东省,0.26,6.3,
3307585513109,北京,0.18,6.3,
3307605913165,北京,0.2,6.3,
3307650582881,山东省,1.72,11.34,
3307606861253,北京,0.64,6.3,
3307606861241,江苏省,0.74,4,
3307606861230,河北省,0.36,6.3,
3307606861228,河南省,0.75,6.3,
3307606861216,广西壮族自治区,0.34,6.3,
3307606861204,河北省,0.63,6.3,
3307650582893,河南省,0.16,6.3,
3307606861265,广东省,0.64,6.3,
3307650582870,河北省,0.25,6.3,
3307650184864,山西省,0.25,6.3,
3307650184852,福建省,0.32,6.3,
3307650184845,湖南省,0.42,6.3,
3307606861198,甘肃省,0.35,6.3,
3307606861186,湖北省,0.2,6.3,
3307650184839,安徽省,0.37,4,
3307650184827,湖南省,0.68,6.3,
3307686807281,山西省,0.3,6.3,
3307708885286,江西省,0.4,6.3,
3307686807347,山西省,0.7,6.3,
3307650667975,广东省,0.87,6.3,
3307650667969,江西省,0.66,6.3,
3307650667957,福建省,0.46,6.3,
3307650667945,四川省,0.36,6.3,
3307708885304,湖北省,0.35,6.3,
3307606861277,广东省,0.21,6.3,
3307708885316,河南省,0.2,6.3,
3307605825818,广东省,0.28,6.3,
3307650667933,福建省,0.2,6.3,
3307650667921,山东省,0.14,6.3,
3307650582923,北京,0.14,6.3,
3307650582911,广东省,0.94,6.3,
3307650582900,河南省,0.26,6.3,
3307708885298,山东省,0.6,6.3,
3307605913100,江西省,0.22,6.3,
3307605913147,广东省,0.34,6.3,
3307708885274,天津,0.4,6.3,
3307708885328,广东省,0.2,6.3,
3307605913135,福建省,0.58,6.3,
3307605913123,北京,0.4,6.3,
3307605913111,福建省,0.2,6.3,
3307647396733,福建省,0.55,6.3,
3307605913093,湖北省,0.4,6.3,
3307605913081,福建省,0.8,6.3,
3307605825867,山东省,0.28,6.3,
3307605825855,福建省,0.2,6.3,
3307605825843,湖北省,0.2,6.3,
3307605825831,河北省,0.2,6.3,
3307605825820,山东省,0.25,6.3,
3307650184815,山东省,0.31,6.3,
3307647396812,广东省,0.45,6.3,
3307650184803,河北省,0.76,6.3,
3307650184797,广东省,0.51,6.3,
3307650184785,江西省,0.46,6.3,
3307605913172,北京,0.34,6.3,
3307605913159,吉林省,0.55,6.3,
3307650184773,广东省,0.3,6.3,
3307647396824,广东省,0.6,6.3,
3307647396745,福建省,0.2,6.3,
3307647396805,北京,1.34,8.82,
3307647396794,广东省,0.45,6.3,
3307647396782,北京,0.55,6.3,
3307647396775,湖北省,1.36,8.82,
